"Format","MoTeC CSV File",,,"Workbook","Base"
"187.2","1409.48","4","0.00","100.00","0.00"
"187.7","1412.08","4","0.00","100.00","0.01"
"188.3","1414.70","4","0.00","100.00","-0.00"
"188.8","1417.31","4","0.00","100.00","-0.00"
"189.4","1419.94","4","0.00","100.00","-0.02"
"189.9","1422.57","4","0.00","100.00","-0.03"
"190.4","1425.21","4","0.00","100.00","-0.02"
"191.0","1427.86","4","0.00","100.00","-0.01"
"191.5","1430.52","4","0.00","100.00","-0.02"
"192.0","1433.18","4","0.00","100.00","-0.02"
"192.5","1435.85","4","0.00","100.00","-0.02"
"193.0","1438.53","4","0.00","100.00","-0.02"
"193.6","1441.21","4","0.00","100.00","-0.01"
"194.1","1443.91","4","0.00","100.00","-0.01"
"194.6","1446.61","4","0.00","100.00","-0.01"
"195.1","1449.31","4","0.00","100.00","-0.01"
"195.6","1452.02","4","0.00","100.00","-0.01"
"196.1","1454.74","4","0.00","100.00","-0.01"
"196.6","1457.47","4","0.00","100.00","-0.01"
"197.1","1460.21","4","0.00","100.00","-0.01"
"197.6","1462.95","4","0.00","100.00","-0.00"
"198.1","1465.69","4","0.00","100.00","0.00"
"198.6","1468.45","4","0.00","100.00","0.00"
"199.0","1471.21","4","0.00","100.00","0.00"
"199.5","1473.98","4","0.00","100.00","0.01"
"200.0","1476.75","4","0.00","100.00","-0.00"
"200.4","1479.53","4","0.00","100.00","0.00"
"200.9","1482.32","4","0.00","100.00","0.00"
"201.4","1485.11","4","0.00","100.00","-0.01"
"201.8","1487.91","4","0.00","100.00","-0.01"
"202.3","1490.72","4","0.00","100.00","-0.00"
"202.7","1493.53","4","0.00","100.00","-0.02"
"203.2","1496.35","4","0.00","100.00","-0.02"
"203.6","1499.17","4","0.00","100.00","-0.00"
"204.0","1502.00","4","0.00","100.00","0.01"
"204.4","1504.84","4","0.00","100.00","-0.02"
"204.9","1507.68","4","0.00","100.00","-0.03"
"205.3","1510.53","4","0.00","100.00","-0.01"
"205.7","1513.39","4","0.00","100.00","0.01"
"206.1","1516.25","4","0.00","100.00","-0.00"
"206.5","1519.11","4","0.00","100.00","-0.01"
"206.9","1521.98","4","0.00","100.00","-0.00"
"207.3","1524.86","4","0.00","100.00","0.00"
"207.7","1527.74","4","0.00","100.00","0.00"
"208.1","1530.63","4","0.00","100.00","-0.02"
"207.8","1533.52","5","0.00","100.00","-0.02"
"208.3","1536.41","5","0.00","100.00","-0.00"
"208.6","1539.30","5","0.00","100.00","0.01"
"209.1","1542.20","5","0.00","100.00","-0.00"
"209.5","1545.11","5","0.00","100.00","-0.00"
"209.9","1548.02","5","0.00","100.00","0.00"
"210.3","1550.94","5","0.00","100.00","0.01"
"210.6","1553.86","5","0.00","100.00","0.01"
"211.0","1556.79","5","0.00","100.00","0.00"
"211.4","1559.72","5","0.00","100.00","-0.02"
"211.8","1562.66","5","0.00","100.00","-0.02"
"212.2","1565.61","5","0.00","100.00","-0.01"
"212.6","1568.56","5","0.00","100.00","0.01"
"213.0","1571.51","5","0.00","100.00","0.00"
"213.4","1574.47","5","0.00","100.00","-0.00"
"213.7","1577.44","5","0.00","100.00","-0.00"
"214.1","1580.41","5","0.00","100.00","-0.00"
"214.5","1583.39","5","0.00","100.00","0.01"
"214.9","1586.37","5","0.00","100.00","0.00"
"215.3","1589.36","5","0.00","100.00","-0.01"
"215.6","1592.35","5","0.00","100.00","-0.02"
"216.0","1595.35","5","0.00","100.00","-0.00"
"216.4","1598.35","5","0.00","100.00","0.01"
"216.7","1601.36","5","0.00","100.00","-0.00"
"217.1","1604.37","5","0.00","100.00","-0.01"
"217.4","1607.39","5","0.00","100.00","-0.00"
"217.8","1610.41","5","0.00","100.00","-0.00"
"218.2","1613.44","5","0.00","100.00","-0.01"
"218.5","1616.47","5","0.00","100.00","-0.01"
"218.9","1619.51","5","0.00","100.00","0.01"
"219.2","1622.55","5","0.00","100.00","0.01"
"219.6","1625.60","5","0.00","100.00","0.00"
"219.9","1628.65","5","0.00","100.00","0.01"
"220.3","1631.71","5","0.00","100.00","0.01"
"220.6","1634.77","5","0.00","100.00","-0.01"
"220.9","1637.83","5","0.00","100.00","-0.01"
"221.3","1640.91","5","0.00","100.00","-0.00"
"221.6","1643.98","5","0.00","100.00","0.01"
"222.0","1647.06","5","0.00","100.00","-0.00"
"222.3","1650.15","5","0.00","100.00","-0.02"
"222.6","1653.24","5","0.00","100.00","-0.01"
"222.9","1656.33","5","0.00","100.00","-0.01"
"223.3","1659.43","5","0.00","100.00","-0.00"
"223.6","1662.53","5","0.00","100.00","0.00"
"223.9","1665.64","5","0.00","100.00","-0.01"
"224.3","1668.75","5","0.00","100.00","-0.02"
"224.6","1671.87","5","0.00","100.00","-0.02"
"224.9","1674.99","5","0.00","100.00","-0.02"
"225.2","1678.12","5","0.00","100.00","-0.01"
"225.5","1681.24","5","0.00","100.00","-0.01"
"225.8","1684.38","5","0.00","100.00","-0.01"
"226.2","1687.52","5","0.00","100.00","-0.01"
"226.4","1690.66","5","0.00","100.00","-0.00"
"226.7","1693.81","5","0.00","100.00","0.00"
"227.1","1696.96","5","0.00","100.00","-0.00"
"227.4","1700.12","5","0.00","100.00","-0.01"
"227.7","1703.28","5","0.00","100.00","-0.01"
"228.0","1706.44","5","0.00","100.00","0.00"
"228.3","1709.61","5","0.00","100.00","-0.00"
"228.5","1712.78","5","0.00","100.00","-0.00"
"228.8","1715.96","5","0.00","100.00","0.00"
"229.1","1719.14","5","0.00","100.00","0.01"
"229.4","1722.32","5","0.00","100.00","0.00"
"229.7","1725.51","5","0.00","100.00","-0.00"
"230.0","1728.70","5","0.00","100.00","-0.00"
"230.3","1731.90","5","0.00","100.00","-0.00"
"230.5","1735.10","5","0.00","100.00","0.00"
"230.8","1738.30","5","0.00","100.00","0.01"
"231.1","1741.51","5","0.00","100.00","0.00"
"231.4","1744.72","5","0.00","100.00","-0.00"
"231.6","1747.94","5","0.00","100.00","-0.00"
"231.9","1751.15","5","0.00","100.00","0.00"
"232.2","1754.38","5","0.00","100.00","0.02"
"232.5","1757.60","5","0.00","100.00","0.00"
"232.7","1760.83","5","0.00","100.00","-0.02"
"233.0","1764.07","5","0.00","100.00","-0.03"
"233.3","1767.31","5","0.00","100.00","-0.01"
"233.5","1770.55","5","0.00","100.00","0.02"
"233.8","1773.79","5","0.00","100.00","0.03"
"234.1","1777.04","5","0.00","100.00","0.01"
"234.3","1780.30","5","0.00","100.00","-0.01"
"234.6","1783.55","5","0.00","100.00","-0.01"
"234.8","1786.81","5","0.00","100.00","-0.00"
"235.1","1790.08","5","0.00","100.00","0.01"
"235.3","1793.34","5","0.00","100.00","0.02"
"235.6","1796.61","5","0.00","100.00","0.02"
"235.8","1799.89","5","0.00","100.00","0.01"
"236.1","1803.16","5","0.00","100.00","0.00"
"236.3","1806.44","5","0.00","100.00","0.01"
"236.5","1809.73","5","0.00","100.00","0.02"
"236.8","1813.01","5","0.00","100.00","0.03"
"237.0","1816.31","5","0.00","100.00","0.03"
"237.3","1819.60","5","0.00","100.00","0.02"
"237.5","1822.89","5","0.00","100.00","0.01"
"237.7","1826.19","5","0.00","100.00","-0.01"
"237.9","1829.50","5","0.00","100.00","-0.02"
"238.2","1832.80","5","0.00","100.00","-0.02"
"238.4","1836.11","5","0.00","100.00","-0.02"
"238.6","1839.42","5","0.00","100.00","-0.02"
"238.8","1842.74","5","0.00","100.00","-0.02"
"239.1","1846.06","5","0.00","100.00","-0.02"
"239.3","1849.38","5","0.00","100.00","-0.01"
"239.5","1852.70","5","0.00","100.00","-0.02"
"239.7","1856.03","5","0.00","100.00","-0.03"
"239.9","1859.36","5","0.00","100.00","-0.06"
"240.1","1862.69","5","0.00","100.00","-0.07"
"240.3","1866.02","5","0.00","100.00","-0.08"
"240.5","1869.36","5","0.00","100.00","-0.07"
"240.7","1872.70","5","0.00","100.00","-0.05"
"240.8","1876.04","5","0.00","100.00","-0.03"
"241.0","1879.39","5","0.00","100.00","-0.03"
"240.7","1882.73","6","0.00","100.00","-0.04"
"240.9","1886.08","6","0.00","100.00","-0.06"
"241.1","1889.42","6","0.00","100.00","-0.06"
"241.3","1892.77","6","0.00","100.00","-0.04"
"241.5","1896.12","6","0.00","100.00","-0.00"
"241.6","1899.47","6","0.00","100.00","0.01"
"241.8","1902.83","6","0.00","100.00","-0.01"
"242.0","1906.19","6","0.00","100.00","-0.02"
"242.2","1909.55","6","0.00","100.00","-0.03"
"242.4","1912.91","6","0.00","100.00","-0.03"
"242.5","1916.28","6","0.00","100.00","-0.04"
"242.7","1919.65","6","0.00","100.00","-0.04"
"242.9","1923.02","6","0.00","100.00","-0.05"
"243.1","1926.39","6","0.00","100.00","-0.05"
"243.2","1929.77","6","0.00","100.00","-0.06"
"243.4","1933.15","6","0.00","100.00","-0.06"
"243.6","1936.53","6","0.00","100.00","-0.05"
"243.7","1939.91","6","0.00","100.00","-0.04"
"243.9","1943.29","6","0.00","100.00","-0.03"
"244.1","1946.68","6","0.00","100.00","-0.03"
"244.2","1950.07","6","0.00","100.00","-0.05"
"244.4","1953.46","6","0.00","100.00","-0.05"
"244.5","1956.85","6","0.00","100.00","-0.03"
"244.5","1960.25","6","13.38","67.37","-0.00"
"243.5","1963.63","6","28.14","26.86","0.00"
"241.8","1967.00","6","43.16","9.84","-0.01"
"239.4","1970.34","6","54.77","5.25","-0.02"
"236.6","1973.65","6","67.97","1.90","-0.03"
"233.2","1976.91","6","77.36","0.00","-0.03"
"229.7","1980.12","0","84.18","75.00","-0.02"
"226.3","1983.29","5","86.13","0.00","-0.02"
"222.8","1986.40","5","85.75","0.00","-0.04"
"219.1","1989.47","5","86.37","0.00","-0.05"
"215.1","1992.48","5","87.80","0.00","-0.04"
"211.1","1995.44","5","89.09","0.00","-0.02"
"207.0","1998.34","5","89.66","0.00","0.01"
"203.0","2001.18","5","89.56","0.00","0.03"
"199.2","2003.97","0","89.42","75.00","0.03"
"195.6","2006.71","4","89.42","0.00","0.01"
"191.8","2009.40","4","88.75","0.00","-0.01"
"188.1","2012.03","4","89.09","0.00","-0.03"
"184.3","2014.62","4","87.61","0.00","-0.05"
"180.6","2017.15","4","86.56","0.00","-0.06"
"177.0","2019.63","4","84.56","0.00","-0.08"
"173.5","2022.05","4","82.46","0.00","-0.10"
"170.0","2024.43","4","79.65","0.00","-0.13"
"166.8","2026.77","4","75.12","0.00","-0.14"
"163.8","2029.06","4","70.17","0.00","-0.15"
"160.7","2031.30","4","64.40","0.00","-0.16"
"157.8","2033.50","4","59.59","0.00","-0.15"
"155.0","2035.65","4","54.44","0.00","-0.13"
"152.7","2037.77","0","48.15","75.00","-0.12"
"150.4","2039.85","3","41.39","0.00","-0.12"
"148.3","2041.90","3","35.39","0.00","-0.14"
"146.5","2043.93","3","28.76","0.00","-0.17"
"144.9","2045.92","3","21.58","0.00","-0.21"
"143.7","2047.90","3","17.34","0.00","-0.28"
"142.5","2049.86","3","14.43","0.00","-0.38"
"141.6","2051.80","3","11.71","0.00","-0.49"
"140.7","2053.72","3","9.09","0.00","-0.61"
"139.8","2055.63","3","7.71","0.00","-0.73"
"139.0","2057.53","3","6.82","0.00","-0.82"
"138.1","2059.41","3","5.91","0.00","-0.84"
"137.3","2061.29","3","4.10","0.00","-0.81"
"136.7","2063.14","3","2.10","0.00","-0.81"
"136.0","2064.99","3","0.00","0.44","-0.87"
"135.5","2066.83","3","0.00","2.64","-0.97"
"134.9","2068.66","3","0.00","5.03","-1.04"
"134.3","2070.47","3","0.00","8.06","-1.04"
"133.8","2072.27","3","0.00","13.71","-1.02"
"133.5","2074.07","3","0.00","13.98","-1.02"
"133.1","2075.86","3","0.00","13.88","-1.10"
"132.7","2077.64","3","0.00","12.55","-1.23"
"132.3","2079.41","3","0.00","12.03","-1.34"
"131.8","2081.18","3","0.00","12.33","-1.40"
"131.3","2082.94","3","0.00","13.02","-1.34"
"130.9","2084.69","3","0.00","13.07","-1.25"
"130.5","2086.44","3","0.00","13.07","-1.21"
"130.1","2088.18","3","0.00","12.31","-1.24"
"129.6","2089.92","3","0.00","10.51","-1.28"
"129.1","2091.65","3","0.00","9.67","-1.28"
"128.6","2093.38","3","0.00","10.36","-1.24"
"128.2","2095.10","3","0.00","15.09","-1.21"
"127.8","2096.82","3","0.00","26.04","-1.21"
"127.6","2098.53","3","0.00","41.23","-1.22"
"127.8","2100.25","3","0.00","54.97","-1.21"
"127.9","2101.98","3","0.00","63.63","-1.20"
"128.2","2103.71","3","0.00","70.18","-1.17"
"128.6","2105.45","3","0.00","74.20","-1.12"
"129.0","2107.19","3","0.00","80.10","-1.03"
"129.5","2108.95","3","0.00","85.06","-0.92"
"130.1","2110.71","3","0.00","89.00","-0.84"
"130.7","2112.48","3","0.00","91.76","-0.77"
"131.4","2114.26","3","0.00","96.13","-0.73"
"132.2","2116.05","3","0.00","98.87","-0.68"
"132.9","2117.85","3","0.00","100.00","-0.64"
"133.7","2119.66","3","0.00","100.00","-0.65"
"134.5","2121.48","3","0.00","100.00","-0.67"
"135.3","2123.32","3","0.00","100.00","-0.69"
"136.0","2125.18","3","0.00","100.00","-0.75"
"136.8","2127.05","3","0.00","100.00","-0.80"
"137.6","2128.93","3","0.00","100.00","-0.83"
"138.3","2130.83","3","0.00","100.00","-0.82"
"139.0","2132.75","3","0.00","100.00","-0.82"
"139.8","2134.68","3","0.00","100.00","-0.82"
"140.5","2136.63","3","0.00","100.00","-0.82"
"141.3","2138.59","3","0.00","100.00","-0.83"
"142.0","2140.58","3","0.00","100.00","-0.84"
"142.7","2142.58","3","0.00","96.94","-0.86"
"143.4","2144.60","3","0.00","93.44","-0.85"
"144.0","2146.62","3","0.00","93.12","-0.81"
"144.6","2148.66","3","0.00","93.12","-0.79"
"145.3","2150.70","3","0.00","92.65","-0.80"
"145.9","2152.75","3","0.00","90.60","-0.88"
"146.5","2154.82","3","0.00","88.61","-0.99"
"147.1","2156.89","3","0.00","87.35","-1.07"
"147.7","2158.96","3","0.00","87.27","-1.05"
"148.2","2161.05","3","0.00","87.35","-0.95"
"148.7","2163.15","3","0.00","87.50","-0.84"
"149.2","2165.25","3","0.00","87.57","-0.83"
"149.8","2167.36","3","0.00","87.92","-0.92"
"150.3","2169.49","3","0.00","88.01","-1.07"
"150.9","2171.62","3","0.00","87.87","-1.25"
"151.4","2173.77","3","0.00","87.77","-1.30"
"151.9","2175.92","3","0.00","87.64","-1.22"
"152.4","2178.08","3","0.00","87.64","-1.09"
"152.9","2180.25","3","0.00","87.27","-0.98"
"153.4","2182.42","3","0.00","85.70","-0.96"
"153.9","2184.59","3","0.00","84.29","-0.98"
"154.3","2186.76","3","0.00","83.55","-1.03"
"154.8","2188.93","3","0.00","83.55","-1.09"
"155.3","2191.10","3","0.00","84.17","-1.14"
"155.7","2193.26","3","0.00","86.44","-1.14"
"156.2","2195.43","3","0.00","88.88","-1.10"
"156.7","2197.60","3","0.00","92.43","-1.06"
"157.3","2199.77","3","0.00","99.63","-1.02"
"157.9","2201.94","3","0.00","100.00","-0.96"
"158.5","2204.12","3","0.00","100.00","-0.89"
"159.2","2206.31","3","0.00","100.00","-0.82"
"159.8","2208.50","3","0.00","100.00","-0.76"
"160.5","2210.70","3","0.00","100.00","-0.74"
"161.1","2212.91","3","0.00","100.00","-0.75"
"161.8","2215.12","3","0.00","100.00","-0.76"
"162.5","2217.34","3","0.00","100.00","-0.75"
"163.1","2219.57","3","0.00","100.00","-0.70"
"163.7","2221.81","3","0.00","100.00","-0.63"
"164.4","2224.06","3","0.00","100.00","-0.58"
"165.0","2226.32","3","0.00","100.00","-0.55"
"165.7","2228.59","3","0.00","100.00","-0.54"
"166.3","2230.87","3","0.00","100.00","-0.52"
"167.0","2233.15","3","0.00","100.00","-0.48"
"167.6","2235.45","3","0.00","100.00","-0.43"
"168.2","2237.75","3","0.00","100.00","-0.41"
"168.9","2240.06","3","0.00","100.00","-0.42"
"169.5","2242.38","3","0.00","100.00","-0.44"
"170.1","2244.71","3","0.00","100.00","-0.45"
"170.7","2247.05","3","0.00","100.00","-0.47"
"170.6","2249.39","4","0.00","100.00","-0.50"
"171.1","2251.73","4","0.00","100.00","-0.51"
"171.7","2254.09","4","0.00","100.00","-0.49"
"172.3","2256.45","4","0.00","100.00","-0.43"
"172.9","2258.83","4","0.00","100.00","-0.37"
"173.5","2261.21","4","0.00","100.00","-0.32"
"174.1","2263.62","4","0.00","100.00","-0.28"
"174.7","2266.04","4","0.00","100.00","-0.25"
"175.3","2268.46","4","0.00","100.00","-0.22"
"175.9","2270.90","4","0.00","100.00","-0.19"
"176.6","2273.34","4","0.00","100.00","-0.14"
"177.2","2275.79","4","0.00","100.00","-0.05"
"177.8","2278.25","4","0.00","100.00","0.03"
"178.4","2280.72","4","0.00","100.00","0.05"
"179.1","2283.20","4","0.00","100.00","0.06"
"179.7","2285.68","4","0.00","100.00","0.05"
"180.4","2288.18","4","0.00","100.00","0.04"
"181.0","2290.68","4","0.00","100.00","0.03"
"181.6","2293.19","4","0.00","100.00","0.03"
"182.3","2295.71","4","0.00","100.00","0.04"
"182.9","2298.25","4","0.00","100.00","0.06"
"183.5","2300.78","4","0.00","100.00","0.08"
"184.1","2303.33","4","0.00","100.00","0.09"
"184.7","2305.89","4","0.00","100.00","0.11"
"185.4","2308.45","4","0.00","100.00","0.13"
"185.9","2311.03","4","0.00","100.00","0.17"
"186.6","2313.61","4","0.00","100.00","0.19"
"187.2","2316.20","4","0.00","100.00","0.18"
"187.7","2318.80","4","0.00","100.00","0.18"
"188.4","2321.40","4","0.00","100.00","0.18"
"189.0","2324.02","4","0.00","100.00","0.16"
"189.6","2326.65","4","0.00","100.00","0.10"
"190.2","2329.28","4","0.00","100.00","0.04"
"190.8","2331.92","4","0.00","100.00","0.01"
"191.4","2334.57","4","0.00","100.00","0.05"
"192.0","2337.23","4","0.00","100.00","0.13"
"192.6","2339.90","4","0.00","100.00","0.20"
"193.1","2342.57","4","0.00","100.00","0.22"
"193.7","2345.26","4","0.00","100.00","0.18"
"194.3","2347.95","4","0.00","100.00","0.10"
"194.9","2350.65","4","0.00","100.00","0.03"
"195.4","2353.36","4","0.00","100.00","0.01"
"196.0","2356.07","4","0.00","100.00","0.05"
"196.5","2358.80","4","0.00","100.00","0.14"
"197.1","2361.53","4","0.00","100.00","0.22"
"197.6","2364.26","4","0.00","100.00","0.23"
"198.1","2367.01","4","0.00","100.00","0.17"
"198.7","2369.76","4","0.00","100.00","0.07"
"199.2","2372.52","4","0.00","100.00","0.00"
"199.7","2375.29","4","0.00","100.00","-0.00"
"200.2","2378.06","4","0.00","100.00","0.03"
"200.7","2380.85","4","0.00","100.00","0.05"
"201.2","2383.64","4","0.00","100.00","0.07"
"201.7","2386.43","4","0.00","100.00","0.08"
"202.1","2389.23","4","0.00","100.00","0.11"
"202.6","2392.04","4","0.00","100.00","0.15"
"203.1","2394.86","4","0.00","100.00","0.15"
"203.6","2397.68","4","0.00","100.00","0.09"
"204.0","2400.51","4","0.00","100.00","0.00"
"204.4","2403.34","4","0.00","100.00","-0.03"
"204.9","2406.18","4","0.00","100.00","-0.03"
"205.3","2409.03","4","0.00","100.00","-0.01"
"205.7","2411.88","4","0.00","100.00","-0.02"
"206.1","2414.74","4","0.00","100.00","-0.03"
"206.6","2417.61","4","0.00","100.00","-0.04"
"206.9","2420.48","4","0.00","100.00","-0.02"
"207.3","2423.35","4","0.00","100.00","0.01"
"207.7","2426.24","4","0.00","100.00","0.01"
"208.1","2429.12","4","0.00","100.00","0.01"
"208.5","2432.02","4","0.00","100.00","0.02"
"208.8","2434.91","4","0.00","100.00","0.03"
"208.6","2437.81","5","0.00","100.00","0.05"
"209.0","2440.71","5","0.00","100.00","0.06"
"209.3","2443.61","5","0.00","100.00","0.07"
"209.7","2446.52","5","0.00","100.00","0.09"
"210.1","2449.44","5","0.00","100.00","0.10"
"210.5","2452.36","5","0.00","100.00","0.12"
"210.9","2455.28","5","0.00","100.00","0.12"
"211.3","2458.21","5","0.00","100.00","0.09"
"211.6","2461.15","5","0.00","100.00","0.07"
"212.0","2464.09","5","0.00","100.00","0.06"
"212.3","2467.03","5","0.00","100.00","0.08"
"212.8","2469.99","5","4.24","94.87","0.09"
"212.6","2472.94","5","19.91","54.82","0.07"
"211.5","2475.89","5","35.86","19.28","0.03"
"209.7","2478.81","5","49.48","7.20","-0.00"
"207.2","2481.71","5","63.11","4.07","-0.00"
"204.2","2484.56","5","73.79","1.53","0.00"
"200.9","2487.38","0","80.51","75.00","0.01"
"197.3","2490.14","4","82.08","0.00","0.00"
"193.5","2492.86","4","82.08","0.00","0.00"
"190.4","2495.52","4","82.32","0.00","0.02"
"188.2","2498.15","4","82.18","0.00","0.06"
"185.7","2500.74","4","83.13","0.00","0.08"
"182.3","2503.30","4","84.75","0.00","0.08"
"178.4","2505.80","4","85.61","0.00","0.07"
"174.7","2508.25","3","86.13","0.00","0.06"
"171.2","2510.66","3","86.27","0.00","0.04"
"168.2","2513.01","3","87.04","0.00","0.04"
"165.5","2515.33","3","87.32","0.00","0.05"
"162.5","2517.61","3","87.61","0.00","0.05"
"159.3","2519.84","3","88.09","0.00","0.03"
"155.9","2522.03","3","87.99","0.00","0.01"
"152.7","2524.17","3","86.80","0.00","-0.02"
"149.5","2526.27","3","84.22","0.00","-0.05"
"146.4","2528.32","3","81.70","0.00","-0.09"
"143.5","2530.33","3","78.08","0.00","-0.11"
"140.7","2532.30","3","75.27","0.00","-0.13"
"137.6","2534.23","3","71.93","0.00","-0.16"
"134.5","2536.12","3","68.64","0.00","-0.17"
"131.5","2537.96","3","64.59","0.00","-0.16"
"128.8","2539.76","0","61.25","75.00","-0.16"
"126.2","2541.53","2","58.54","0.00","-0.14"
"123.5","2543.26","2","56.44","0.00","-0.12"
"121.1","2544.95","2","55.06","0.00","-0.11"
"118.7","2546.60","2","54.06","0.00","-0.08"
"116.3","2548.22","2","52.82","0.00","-0.02"
"113.8","2549.80","2","50.58","0.00","0.10"
"111.4","2551.34","2","47.43","0.00","0.29"
"109.2","2552.85","2","45.44","0.00","0.48"
"107.2","2554.33","2","42.01","0.00","0.66"
"105.2","2555.79","2","38.25","0.00","0.82"
"103.4","2557.21","2","33.53","0.00","0.95"
"101.9","2558.60","2","27.05","0.00","1.06"
"100.5","2559.97","2","19.15","0.00","1.12"
"99.3","2561.32","2","12.24","0.00","1.15"
"98.4","2562.66","2","7.23","0.00","1.16"
"97.7","2563.98","2","6.43","0.00","1.19"
"97.0","2565.29","2","6.77","0.00","1.24"
"96.3","2566.59","2","7.01","0.00","1.32"
"95.5","2567.88","2","6.82","0.00","1.39"
"94.8","2569.15","2","5.53","0.00","1.44"
"94.1","2570.42","2","4.05","0.00","1.48"
"93.5","2571.67","2","3.86","0.00","1.50"
"92.8","2572.92","2","3.86","0.00","1.52"
"92.2","2574.16","2","3.57","0.00","1.56"
"91.6","2575.38","2","2.72","0.00","1.61"
"91.0","2576.60","2","2.34","0.00","1.69"
"90.4","2577.80","2","1.76","0.00","1.81"
"89.8","2579.00","2","0.91","0.00","1.94"
"89.3","2580.20","2","0.00","0.00","2.06"
"88.7","2581.38","2","0.00","0.00","2.12"
"88.2","2582.56","2","0.00","0.00","2.15"
"87.6","2583.72","2","0.00","0.00","2.15"
"87.1","2584.87","2","0.00","0.00","2.15"
"86.6","2586.02","2","0.00","0.00","2.21"
"86.1","2587.16","2","0.00","0.00","2.36"
"85.6","2588.29","2","0.00","0.37","2.50"
"85.1","2589.42","2","0.00","1.87","2.54"
"84.5","2590.54","2","0.00","5.70","2.48"
"84.0","2591.66","2","0.00","8.90","2.41"
"83.7","2592.77","2","0.00","15.14","2.34"
"83.4","2593.89","2","0.00","22.24","2.37"
"83.5","2595.01","2","0.00","29.67","2.47"
"83.5","2596.15","2","0.00","35.71","2.53"
"83.6","2597.29","2","0.00","41.43","2.54"
"83.7","2598.45","2","0.00","47.57","2.51"
"83.8","2599.62","2","0.00","51.86","2.42"
"84.3","2600.80","2","0.00","55.64","2.36"
"84.7","2602.00","2","0.00","58.55","2.32"
"85.0","2603.21","2","0.00","62.71","2.29"
"85.6","2604.43","2","0.00","65.25","2.27"
"86.1","2605.66","2","0.00","67.89","2.24"
"86.7","2606.91","2","0.00","70.09","2.19"
"87.3","2608.16","2","0.00","73.07","2.09"
"87.9","2609.42","2","0.00","75.34","1.96"
"88.6","2610.68","2","0.00","76.40","1.79"
"89.3","2611.95","2","0.00","77.73","1.60"
"90.1","2613.23","2","0.00","79.28","1.40"
"90.9","2614.51","2","0.00","80.15","1.18"
"91.7","2615.80","2","0.00","80.67","0.94"
"92.5","2617.09","2","0.00","80.67","0.65"
"93.3","2618.39","2","0.00","80.54","0.32"
"94.2","2619.70","2","0.00","80.54","-0.03"
"95.1","2621.02","2","0.00","80.42","-0.37"
"95.9","2622.35","2","0.00","79.46","-0.69"
"96.7","2623.69","2","0.00","77.51","-0.98"
"97.5","2625.04","2","0.00","74.87","-1.24"
"98.2","2626.40","2","0.00","71.79","-1.43"
"98.8","2627.78","2","0.00","70.68","-1.54"
"99.5","2629.14","2","0.00","69.77","-1.58"
"100.1","2630.51","2","0.00","68.26","-1.59"
"100.6","2631.88","2","0.00","64.14","-1.61"
"101.1","2633.26","2","0.00","51.22","-1.67"
"101.3","2634.64","2","0.00","42.61","-1.68"
"101.4","2636.02","2","0.00","43.58","-1.62"
"101.6","2637.41","2","0.00","49.00","-1.51"
"101.8","2638.80","2","0.00","50.51","-1.43"
"102.1","2640.20","2","0.00","44.09","-1.43"
"102.2","2641.61","2","0.00","35.36","-1.52"
"102.2","2643.02","2","0.00","23.95","-1.67"
"101.9","2644.45","2","0.00","17.41","-1.81"
"101.7","2645.88","2","0.00","13.02","-1.89"
"101.4","2647.32","2","0.00","9.59","-1.93"
"101.0","2648.76","2","0.00","7.57","-1.96"
"100.4","2650.20","2","0.00","6.51","-1.96"
"100.0","2651.64","2","0.00","5.50","-1.94"
"99.5","2653.07","2","0.00","5.03","-1.89"
"99.0","2654.49","2","0.00","5.03","-1.83"
"98.5","2655.90","2","0.00","5.20","-1.80"
"98.0","2657.29","2","0.00","7.00","-1.83"
"97.6","2658.68","2","0.00","11.52","-1.86"
"97.3","2660.06","2","0.00","18.22","-1.84"
"97.0","2661.44","2","0.00","26.93","-1.79"
"97.1","2662.80","2","0.00","35.22","-1.75"
"97.2","2664.17","2","0.00","43.28","-1.73"
"97.4","2665.54","2","0.00","53.27","-1.76"
"97.8","2666.91","2","0.00","60.35","-1.79"
"98.3","2668.29","2","0.00","65.52","-1.79"
"98.8","2669.67","2","0.00","72.03","-1.75"
"99.5","2671.07","2","0.00","81.13","-1.70"
"100.3","2672.48","2","0.00","89.12","-1.64"
"101.2","2673.90","2","0.00","98.77","-1.55"
"102.3","2675.34","2","0.00","100.00","-1.41"
"103.3","2676.79","2","0.00","100.00","-1.24"
"104.4","2678.24","2","0.00","100.00","-1.09"
"105.5","2679.71","2","0.00","100.00","-1.00"
"106.5","2681.19","2","0.00","100.00","-0.97"
"107.5","2682.68","2","0.00","100.00","-0.95"
"108.6","2684.18","2","0.00","100.00","-0.94"
"109.7","2685.70","2","0.00","100.00","-0.91"
"110.7","2687.23","2","0.00","100.00","-0.92"
"111.7","2688.77","2","0.00","100.00","-0.94"
"112.7","2690.33","2","0.00","100.00","-0.95"
"113.8","2691.89","2","0.00","100.00","-0.92"
"114.9","2693.48","2","0.00","100.00","-0.87"
"115.9","2695.07","2","0.00","100.00","-0.82"
"117.0","2696.69","2","0.00","100.00","-0.80"
"118.0","2698.32","2","0.00","100.00","-0.82"
"119.1","2699.96","2","0.00","100.00","-0.85"
"120.1","2701.62","2","0.00","100.00","-0.84"
"121.1","2703.30","2","0.00","100.00","-0.79"
